,Brands,Styles,Prices,Reduced_Prices,Available_in_Multiple_Colors
2837,Nike,Mercurial Vortex III NJR IC,"315 
                     
                    241 ","315 SAR
                     
                    241 SAR",0
2838,adidas,Copa 19.4 FG,"240 
                     
                    156 ","240 SAR
                     
                    156 SAR",0
2839,Puma,Spirit II FG,"210 
                     
                    137 ","210 SAR
                     
                    137 SAR",0
2840,Seventy Five,Casual Sneakers,"140 
                     
                    58 ","140 SAR
                     
                    58 SAR",0
2841,Kurt Geiger London,Billington Boots,"775 
                     
                    581 ","775 SAR
                     
                    581 SAR",0
2842,Burton,Casual Slip Ons,"195 
                     
                    98 ","195 SAR
                     
                    98 SAR",0
2843,Nike,Ebernon Low PREM,"399 
                     
                    219 ","399 SAR
                     
                    219 SAR",0
2844,adidas,Predator 18.1 FG,"1000 
                     
                    750 ","1000 SAR
                     
                    750 SAR",0
2845,Reebok,Run Supreme 4.0,"260 
                     
                    231 ","260 SAR
                     
                    231 SAR",0
2846,Lacoste,Lerond Sneakers,"359 
                     
                    305 ","359 SAR
                     
                    305 SAR",0
2847,Nike,Mercurial Superflyx 6 Club TF,"369 
                     
                    221 ","369 SAR
                     
                    221 SAR",0
2848,Puma,Speed Racer,"540 
                     
                    405 ","540 SAR
                     
                    405 SAR",0
2849,Nike,Ebernon Mid Winter,"499 
                     
                    299 ","499 SAR
                     
                    299 SAR",0
2850,adidas,Nemeziz 18.4 FG,"275 
                     
                    151 ","275 SAR
                     
                    151 SAR",0
2851,Nike,Mercurial Vaporx 12 Club IC,"279 
                     
                    181 ","279 SAR
                     
                    181 SAR",0
2852,adidas,X 18.3 FG,"375 
                     
                    253 ","375 SAR
                     
                    253 SAR",0
2854,Nike,Epic React Flyknit,"749 
                     
                    667 ","749 SAR
                     
                    667 SAR",0
2855,Burton,Toby Toe Cap Derby Smart Lace- ups,"299 
                     
                    224 ","299 SAR
                     
                    224 SAR",0
2856,Timberland,"Radford 6"" Boot WP","649 
                     
                    519 ","649 SAR
                     
                    519 SAR",0
2857,Jack & Jones,Bromley  Lace Ups,"295 
                     
                    177 ","295 SAR
                     
                    177 SAR",0
2858,Nike,Solay Thong,"149 
                     
                    119 ","149 SAR
                     
                    119 SAR",0
2859,Polo Ralph Lauren,Sherwin Sneakers,"380 
                     
                    285 ","380 SAR
                     
                    285 SAR",0
2860,adidas,Predator Tango 18.3,"415 
                     
                    228 ","415 SAR
                     
                    228 SAR",0
2861,Nike,Mercurial Neymar JR Vapor 12 Pro FG,"649 
                     
                    340 ","649 SAR
                     
                    340 SAR",0
2862,adidas Originals,Superstar Foundation,"455 
                     
                    364 ","455 SAR
                     
                    364 SAR",0
2864,Nike,Free Trainer V8,"499 
                     
                    399 ","499 SAR
                     
                    399 SAR",0
2865,adidas,Nemeziz 18.3 FG,"375 
                     
                    244 ","375 SAR
                     
                    244 SAR",0
2867,Nike,SB Zoom P-Rod X,"449 
                     
                    269 ","449 SAR
                     
                    269 SAR",0
2868,Nike,Jordan Hydro 7 Slides,"299 
                     
                    254 ","299 SAR
                     
                    254 SAR",0
2869,Nike,MD Runner 2 ENG Mesh,"399 
                     
                    319 ","399 SAR
                     
                    319 SAR",0
2870,Call It Spring,Carpignone Double Strap  Sandals,"209 
                     
                    125 ","209 SAR
                     
                    125 SAR",0
2871,Slydes,Cruz M Pool Slide,"125 
                     
                    81 ","125 SAR
                     
                    81 SAR",0
2872,Cotton On,Bondi Flip Flops,"25 
                     
                    18 ","25 SAR
                     
                    18 SAR",0
2873,Diesel,Laced Running Shoes,"835 
                     
                    418 ","835 SAR
                     
                    418 SAR",0
2875,Jack & Jones,Stoke  Boots,"329 
                     
                    247 ","329 SAR
                     
                    247 SAR",0
2876,Nike,Air Max Infuriate 2 Low,"419 
                     
                    356 ","419 SAR
                     
                    356 SAR",0
2877,adidas,X Tango 18.3 TF,"375 
                     
                    244 ","375 SAR
                     
                    244 SAR",0
2878,G-Star Raw,Cart Slide Casual Sandals,"169 
                     
                    110 ","169 SAR
                     
                    110 SAR",0
2879,Nike,Jordan Superfly MVP,"729 
                     
                    437 ","729 SAR
                     
                    437 SAR",0
2881,New Balance,Lazr NXT,"449 
                     
                    269 ","449 SAR
                     
                    269 SAR",0
2882,Nike,Dualtone Racer,"469 
                     
                    364 ","469 SAR
                     
                    364 SAR",0
2883,Steve Madden,Togo Sandals,"399 
                     
                    200 ","399 SAR
                     
                    200 SAR",0
2884,Nike,Jordan Hydro 7 Slides,"349 
                     
                    218 ","349 SAR
                     
                    218 SAR",1
2885,Puma,One 4 Synthetic FG,"240 
                     
                    204 ","240 SAR
                     
                    204 SAR",0
2886,Nike,Romaleos 3,"949 
                     
                    569 ","949 SAR
                     
                    569 SAR",0
2887,adidas Originals,Adi-Ease Kung-Fu,"305 
                     
                    229 ","305 SAR
                     
                    229 SAR",0
2888,Seventy Five,Casual High Top Sneakers,"129 
                     
                    77 ","129 SAR
                     
                    77 SAR",0
2889,Lacoste,Court Master Sneakers,"465 
                     
                    349 ","465 SAR
                     
                    349 SAR",0
2890,Nike,Odyssey React 2 Flyknit,"699 
                     
                    419 ","699 SAR
                     
                    419 SAR",0
2891,Nike,Ebernon Low,"369 
                     
                    277 ","369 SAR
                     
                    277 SAR",1
2893,adidas,Predator 18.1 FG,"1000 
                     
                    550 ","1000 SAR
                     
                    550 SAR",0
2894,J.Crew,Casual Boots,"1099 
                     
                    659 ","1099 SAR
                     
                    659 SAR",0
2895,Nike,Vaporx 12 Academy IN,"399 
                     
                    239 ","399 SAR
                     
                    239 SAR",0
2896,Nike,Free RN 2018,"529 
                     
                    344 ","529 SAR
                     
                    344 SAR",0
2897,Puma,Naturel Suede,"455 
                     
                    228 ","455 SAR
                     
                    228 SAR",0
2898,Nike,Free Trainer V7,"475 
                     
                    380 ","475 SAR
                     
                    380 SAR",0
2899,adidas,Nemeziz 17.3 FG,"395 
                     
                    217 ","395 SAR
                     
                    217 SAR",0
2900,adidas,Pro Bounce 2018 Low,"550 
                     
                    523 ","550 SAR
                     
                    523 SAR",0
2901,adidas,Nemeziz Tango 18.3 TF,"375 
                     
                    244 ","375 SAR
                     
                    244 SAR",0
2902,Puma,Future 2.4 FG,"255 
                     
                    191 ","255 SAR
                     
                    191 SAR",0
2903,Nike,Pantheos,"449 
                     
                    269 ","449 SAR
                     
                    269 SAR",0
2904,Lacoste,Jouer Slipons,"420 
                     
                    273 ","420 SAR
                     
                    273 SAR",0
2905,adidas,Predator 18.3 FG,"395 
                     
                    294 ","395 SAR
                     
                    294 SAR",0
2906,adidas,Predator Tango 18.3 TF,"375 
                     
                    225 ","375 SAR
                     
                    225 SAR",0
2907,Nike,Mercurial Superfly 6 Club FG/MG,"369 
                     
                    185 ","369 SAR
                     
                    185 SAR",0
2908,Nike,Air Max Axis PREM,"569 
                     
                    341 ","569 SAR
                     
                    341 SAR",0
2909,Timberland,6 In Premium Boot,"699 
                     
                    664 ","699 SAR
                     
                    664 SAR",0
2910,Nike,Glide React,"629 
                     
                    503 ","629 SAR
                     
                    503 SAR",0
2911,Nike,Kevin Durant XI,"729 
                     
                    583 ","729 SAR
                     
                    583 SAR",0
2912,Nike,Air Max Motion LW SE,"525 
                     
                    394 ","525 SAR
                     
                    394 SAR",0
2913,Puma,Ignite Limitless 2,"495 
                     
                    371 ","495 SAR
                     
                    371 SAR",0
2914,adidas,Nemeziz 18.3 FG,"375 
                     
                    225 ","375 SAR
                     
                    225 SAR",0
2915,EA7 Emporio Armani,Cult Vintage Sneaker,"490 
                     
                    368 ","490 SAR
                     
                    368 SAR",0
2916,Nike,Air Max 270 Futura,"699 
                     
                    524 ","699 SAR
                     
                    524 SAR",0
2917,Kurt Geiger London,Donnie 2 Sneakers,"583 
                     
                    350 ","583 SAR
                     
                    350 SAR",0
2918,Nike,SB Zoom P-Rod X,"450 
                     
                    270 ","450 SAR
                     
                    270 SAR",0
2919,adidas,Predator 18.3 FG,"395 
                     
                    207 ","395 SAR
                     
                    207 SAR",0
2920,adidas,Predator Tango 18.4 TF,"275 
                     
                    234 ","275 SAR
                     
                    234 SAR",0
2921,Nike,Vaporx 12 Academy CR7 TF,"489 
                     
                    391 ","489 SAR
                     
                    391 SAR",0
2922,Nike,Nightgazer LW SE,"449 
                     
                    269 ","449 SAR
                     
                    269 SAR",0
2923,Nike,Hyperdunk X Low,"649 
                     
                    422 ","649 SAR
                     
                    422 SAR",0
2924,adidas,Crazytrain LT,"375 
                     
                    319 ","375 SAR
                     
                    319 SAR",0
2925,Lacoste,Esparre Laceups Sneakers,"515 
                     
                    386 ","515 SAR
                     
                    386 SAR",0
2926,Seventy Five,Casual Sneakers,"135 
                     
                    61 ","135 SAR
                     
                    61 SAR",0
2927,Kurt Geiger London,Balfour Boots,"735 
                     
                    441 ","735 SAR
                     
                    441 SAR",0
2928,adidas,Athletics 24,"475 
                     
                    344 ","475 SAR
                     
                    344 SAR",0
2929,Nike,Phantom VSN Elite DF FG,"1299 
                     
                    650 ","1299 SAR
                     
                    650 SAR",0
2930,adidas,Predator Tango 18.3,"400 
                     
                    200 ","400 SAR
                     
                    200 SAR",0
2931,adidas Originals,Iniki Runner,"560 
                     
                    308 ","560 SAR
                     
                    308 SAR",0
2932,Puma,Outlaw Avid Shield,"680 
                     
                    544 ","680 SAR
                     
                    544 SAR",0
2933,Vans,Anaheim Factory Era 95 DX,"289 
                     
                    145 ","289 SAR
                     
                    145 SAR",0
2934,Puma,BMW Drift Cat 7,"450 
                     
                    360 ","450 SAR
                     
                    360 SAR",0
2935,FitFlop,Ergonomic Flip-Flops,95 ,95 SAR,0
2937,FitFlop,Trakk II Flip Flops,405 ,405 SAR,1
2940,FitFlop,Textured Arabic Sandals,449 ,449 SAR,0
2941,FitFlop,Ryker Sandals,485 ,485 SAR,0
